ID,Review,Date_of_review,Difficulty,Prof_rate,Course_ID,Prof_netlinkID
305,Navneet has only a surface-level understanding of the lecture material. Assignment and project requirements are always unclear. Tests focus on random memorization. Easy class though,"Apr 15th, 2023",2,1,SENG468,npopli
306,"Had a great experience taking her class. Learnt a lot about industry level software testing practices, which will really help with my co-op applications. Always available to help and is very reasonable. Definitely recommend!","Sep 7th, 2022",3,,SENG275,npopli
307,SENG465 was one of the best courses I've taken at UVic. The professor is extremely caring. Her method of teaching resonated with me. She dedicates a part of her lecture on theoretics and then does a demo as well. The workload of this course was a lot . But she dropped a lot of requirements from the project after getting feedback from the students.,"May 9th, 2022",1,,SENG468,npopli
308,"Very understanding and knowledgeable prof. Cared a lot about the students. However, the project's requirements were very unclear and she very clearly needed to familiarize herself with the project. The slides contain way too much unnecessary information. The tests should be based on design, using the various concepts, rather than memorization IMO.","May 1st, 2022",3,,SENG468,npopli
309,"You won't learn anything in this class you couldn't have learned in a couple hours of googling. The project is a good idea but it seems it was designed by another prof and passed down like in a game of telephone, to the point where the instructions are cryptic and the requirements are anything but clear.","Apr 29th, 2022",1,1,SENG468,npopli
310,"Unorganized, wordy slides taken from the web. Group project that is an incredible amount of work with vague requirements. Weekly tests that want us to use the same bookstore application that we were using the previous week, which we weren't told about in advance and often took hours to complete on top of the group project. Avoid at all costs!","Apr 21st, 2022",4,1,SENG468,npopli
311,"Most of the grades for this class were in group projects, which is fine but no rubrics or anything of the sort were provided. When asking questions for the prof to elaborate on their expectations we were often told it was up to our interpretation which was frustrating. I learned more in the labs than the lectures themselves as our TA was fantastic.","Aug 12th, 2021",1,2,SENG275,npopli
312,"In this class there are no gods and no rubrics. Time is subjective here; assignment requirements may be added or changed without warning even on the day before it's due. If you're the type to care about your classes, prepare for a semester-long panic attack and then coming out of it with 100% anyway.","Jul 28th, 2021",1,2,SENG275,npopli
313,"She seems like a good prof, and the lectures were very interesting. Sadly the tests were WAYYY too easy. Because of this nobody showed up to the lectures. I actually put effort into this class but still ended up with an average grade (the average was an A+).","May 5th, 2021",1,,ECE458,npopli
314,"One of the few professors who go an extra mile to explain concepts in detail. Though you didnt show up for your final exam owing to medical emergency, however, you were flexible enough in rescheduling the exam considering some of us might be working. I have had great experience learning from you. Thank you.","Apr 20th, 2021",4,,SENG468,npopli
315,"He is good and approachable. The course topics are difficult, but his slides and recorded lectures are helpful. The lab was both challenging and interesting, perfect for an embedded project. The exams were well-organized and similar to the homework. He clearly outlined what would be tested.","Jan 8th, 2024",3,,ECE355,deter
316,Lab section involves a very complex project where if you must understand the concepts in the class very well. You also write a long project report that can span dozens of pages. Some of the assignments felt impossible to do. Final and midterm are open-book so just print out the solutions to the assignments since the questions are almost the same.,"Jan 4th, 2024",4,1,ECE355,deter
317,The best prof at UVic,"Dec 19th, 2023",3,,ECE355,deter
318,intimidating class but it's open book which takes the pressure off. get in front of the project early.,"Nov 23rd, 2023",2,,355,deter
319,"Somewhat interesting, but not too difficult project that gave a good understanding of parts of SystemC (C++). Lectures when talking about coding were a bit dull personally, but picked up in second half of course. Gives specifics on what the exams will cover, which helps with studying for them efficiently. Good course if interested in CENG.","Aug 13th, 2020",2,,ECE466,deter
320,"Never had a prof lay out grading and test material so well before. He'll tell you exactly whats going to be on the midterm and final, and hold a review lecture going over the question types that will be there. Had him for both ece355 and took ece466, and got 100% on the midterms for each class.","Jul 27th, 2020",3,,ECE466,deter
321,Solid prof and cool guy. At first lectures seemed confusing but reading the textbook definitely helps develop a solid understanding of the slides. Midterm was very unsurprising and consisted of material based on practice questions. Doing the assignments and practice questions will get you a good grade.,"Oct 26th, 2019",3,,CENG355,deter
322,"If you attend every lecture, do the assignments, and review your notes/ old assignments you will get an easy A in this class for sure. It is a very difficult and abstract topic to teach, and in my opinion he did his best job to make it somewhat understandable. Utilize office hours for questions.","Dec 23rd, 2017",2,,CENG355,deter
323,One of my favorite instructors,"May 20th, 2017",3,,CENG355,deter
324,"Pretty good prof. Lab project has pretty much nothing to do with lectures. Midterm and final exam are open-book, and he told us exactly what type of questions would be on the tests. The assignment questions are taken from previous tests, so if you don't have any problems with the assignments, you should be good to go for the exams.","Dec 26th, 2015",2,,CEN355,deter
